Proposal Number:,type,pub_title,authors,reference_no
NPRP 09 - 1116 - 1 - 172,Conference Paper,ConMR: Concurrent MapReduce Programming Model  for Large Scale Shared-Data Applications,"Fan Zhang
Qutaibah M. Malluhi
Tamer M. Elsayed",DOI:10.1109/ICPP.2013.134
NPRP 09 - 047 - 3 - 012,Conference Paper,Interference of Zinc chelation with cancer cell proliferation,"Ghizlane Bendriss, Khaled Machaca.",DOI:10.000000/00
NPRP 09 - 047 - 3 - 012,Conference Paper,Interference of Zinc chelation with cancer cell proliferation,"Ghizlane Bendriss, Khaled Machaca.",DOI:10.000000/000
NPRP 09 - 047 - 3 - 012,Journal Paper,Copper chelation selectively kills colon cancer cells through redox cycling and generation of reactive oxygen species,"46.	Fatfat M, Abou-Merhi R, Rahal1 O, Stoyanovsky DA, Zaki A, Haidar H, Kagan VE, Gali-Muhtasib H, and Machaca K.",ISSN:14712407
NPRP 09 - 047 - 3 - 012,Journal Paper,A novel approach to the expression and purification of recombinant Xenopus Cdc25C,"Stephanie Schaefer-Ramadan, Ghizlaine Bendriss, Satanay Hubrack, Abdulrahman Al-Abdulmalek, Khaled Machaca",ISSN:10465928
NPRP 09 - 047 - 3 - 012,Journal Paper,Chk1 and DNA-PK mediate TPEN-induced DNA damage in a ROS dependent manner in human colon cancer cells,"Omar Nasser Rahal, Maamoun Fatfat, Carla Hankache, Bassam Osman, Hala
Khalife, Khaled Machaca &amp; Hala-Gali Muhtasib",ISSN:15384047
NPRP 09 - 1023 - 5 - 158,Journal Paper,An analysis of methodologies utilised in e-government research: A user satisfaction perspective,"Zahir Irani, Vishanth Weerakkody, Muhammad Kamal, Nitham Mohammed Hindi, Ibrahim H. Osman, Abdel Latef
Anouze, Ramzi El-Haddadeh, Habin Lee, Mohamad Osmani, Baydaa Al-Ayoubi",ISSN:17410398
NPRP 09 - 1023 - 5 - 158,Journal Paper,Lessons on Measuring e-Government Satisfaction: An Experience from Surveying Government Agencies in the UK,"Waller, P., Irani, Z., Weerakkody, V. and Lee, H.",ISSN:15483886
NPRP 09 - 1023 - 5 - 158,Journal Paper,COBRA Framework to Evaluate E-Government Services: A Citizen-Centric Perspective,"Osman, I.H., Anouze, A.L., Irani, Z., Al-Ayoubi, B., Lee, H., Balci, A., Medeni, T.D., and Weerakkody, V.",ISSN:0740624X
NPRP 09 - 1023 - 5 - 158,Journal Paper,"E-government implementation: A bird’s eye view of issues relating to costs, opportunities, benefits and risks","Weerakkody, V., Irani, Z., Lee, H., Osman, I. H. and Hindi, N.",ISSN:13873326
NPRP 09 - 1023 - 5 - 158,Journal Paper,I-meet framework for the evaluation e-government services from engaging stakeholders’ perspectives.,"Osman, I.H., A.L. Anouze, N.M. Hindi, Z. Irani, H. Lee, and V. Weerakkody",ISSN:18577881
NPRP 09 - 1023 - 5 - 158,Journal Paper,A User Satisfaction Study of the NHS Prescription Prepayment Certificate,"Irani, Z., Weerakkody, V., Molnar, A., Lee, H., Hindi, N., and Osman, I. H.",ISSN:22118837
NPRP 09 - 1023 - 5 - 158,Book,Handbook of Research on Strategic Performance Management and Measurement Using Data Envelopment Analysis,"Ibrahim H. Osman (American University of Beirut, Lebanon), Abdel L. Anouze (American University of Beirut, Lebanon) and Ali Emrouznejad (Aston University, UK)",ISBN:9781466644748
NPRP 09 - 1023 - 5 - 158,Book,"A Cognitive Analytics Management Framework (CogAM-Part 1): SAMAS Components, Leadership, Frontier Performance Growth, and Sustainable Shared Value","Ibrahim H. Osman, Abdel Latef Anouze",ISBN:9781466644748
NPRP 09 - 1023 - 5 - 158,Book,CogAM-Part 2:  (cogam -part 2):  societal needs; shared value models; performance indicators; big-data; business analytics models and tools,"Ibrahim Osman, Abdel Latif Anouze",ISBN:1466644745
NPRP 09 - 1023 - 5 - 158,Book,CogAM-Part 3:  Critical Skills Shortage; Higher Education Trends; Education Value Chain Framework; Government Strategy,"Ibrahim Osman, Abdel Latif Anouze",ISBN:9781466644755
NPRP 09 - 1023 - 5 - 158,Journal Paper,A Review of the Factors Affecting User Satisfaction in Electronic Government Services,"Vishanth Weerakkody, Zahir Irani, Habin Lee, Nitham Hindi, 
Ibrahim Osman",ISSN:15483886
NPRP 09 - 1023 - 5 - 158,Journal Paper,Are the UK Citizens Satisfied with eGovernment Services? Identifying and Testing Antecedents of Satisfaction,"Weerakkody, V., Irani, Z., Lee, H., Hindi, N. M., Osman",ISSN:10580530
NPRP 09 - 1023 - 5 - 158,Journal Paper,A User-Centric Evaluation of e-Government Services in the GCC Region: Case of State of Qatar,"Al-Yafi, K., Hindi, N. M., Osman, I. H",ISSN:15483886
NPRP 09 - 1011 - 3 - 260,Journal Paper,Approaches to manipulating microRNAs in neurogenesis,"Haijun Zhang1*,BenjaminShykind1,2 and TaoSun1*",ISSN:1662453X
NPRP 09 - 1011 - 3 - 260,Journal Paper,MicroRNA Cluster miR-17-92 Regulates Neural Stem Cell Expansion and Transition to Intermediate Progenitors in the Developing Mouse Neocortex.,"Bian S, Hong J, Li Q, Schebelle L, Pollock A, Knauss JL, Garg V, Sun T.",ISSN:22111247
NPRP 09 - 1011 - 3 - 260,Journal Paper,Functional Interrogation of an Odorant Receptor Locus Reveals Multiple Axes of Transcriptional Regulation,"Alexander Fleischmann
Ishmail Abdus-Saboor
Atef Sayed
Benjamin Shykind",ISSN:15449173
NPRP 09 - 1011 - 3 - 260,Journal Paper,MicroRNA function is required for neurite outgrowth of mature neurons in the mouse postnatal cerebral cortex.,"Hong J, Zhang H, Kawase-Koga Y, Sun T.",ISSN:16634365
NPRP 09 - 1011 - 3 - 260,Journal Paper,Plasmid-based target protectors allow specific blockade of miRNA silencing activity in mammalian developmental systems.,"Knauss JL, Bian S, Sun T.",ISSN:16625102
NPRP 09 - 1011 - 3 - 260,Journal Paper,Regulatory mechanisms of long noncoding RNAs in vertebrate central nervous system development and function.,"Knauss JL, Sun T.",ISSN:03064522
NPRP 09 - 1011 - 3 - 260,Journal Paper,Tuning the cell fate of neurons and glia by microRNAs.,"Bian S, Xu TL, Sun T.",ISSN:09594388
NPRP 09 - 1001 - 2 - 391,Conference Paper,A design example of an 8-pole radial AMB for flywheel energy storage,"Daoud, Mohamed I.; Abdel-Khalik, A. S.; Massoud, A.; Ahmed, S.; Abbasy, Nabil H.",DOI:10.1109/ICElMach.2012.6350021
NPRP 09 - 1001 - 2 - 391,Conference Paper,On the development of flywheel storage systems for power system applications: A survey,"Daoud, Mohamed I.; Abdel-Khalik, A. S.; Massoud, A.; Ahmed, S.; Abbasy, Nabil H.",DOI:10.1109/ICElMach.2012.6350175
NPRP 09 - 1001 - 2 - 391,Journal Paper,Investigation of Interline Dynamic Voltage Restorer with  Virtual Impedance Injection,"Ahmed Elserougi, Ahmed Hossam-Eldin, Ahmed Massoud and Shehab Ahmed",ISSN:19348975
NPRP 09 - 1001 - 2 - 391,Online Paper,STATIC SYNCHRONOUS SERIES COMPENSATOR FOR,Sijoy Raphael and A.M. Massoud,DOI:10.1049/cp.2011.0223
NPRP 09 - 1001 - 2 - 391,Online Paper,Flywheel Energy Storage System Based on Boost DC-,"Ahmed Elserougi*, A. M. Massoud+, and Shehab Ahmed†",DOI:10.1049/cp.2011.0194
NPRP 09 - 1001 - 2 - 391,Online Paper,Fault Current Contribution of Medium Voltage Inverter and Doubly-Fed Induction-Machine-Based Flywheel Energy Storage System,"Ayman S. Abdel-Khalik, Ahmed A. Elserougi, Ahmed M. Massoud, and Shehab Ahmed",DOI:10.1109/TSTE.2012.2198926
NPRP 09 - 1001 - 2 - 391,Online Paper,On The Development of Flywheel Storage Systems for Power System Applications: A Survey,"Mohamed I. Daoud, A. S. Abdel-Khalik, A. Massoud, S. Ahmed , and Nabil H. Abbasy",DOI:10.1109/ICElMach.2012.6350175
NPRP 09 - 1001 - 2 - 391,Online Paper,A Design Example of An 8-pole Radial AMB for Flywheel Energy Storage,"Mohamed I. Daoud, A. S. Abdel-Khalik, A. Massoud, S. Ahmed, and Nabil H. Abbasy",DOI:10.1109/ICElMach.2012.6350021
NPRP 09 - 1001 - 2 - 391,Online Paper,A power control strategy for flywheel doubly-fed induction machine storage system using artificial neural network,"A. Abdel-Khalik, A. Elserougi, A. Massoud, S. Ahmed",DOI:10.1016/j.epsr.2012.11.012
NPRP 09 - 1001 - 2 - 391,Journal Paper,Flywheel Energy Storage System Based on Boost DC-AC Converter,"Ahmed Elserougi, Ayman Abdel-Khalik, Ahmed Massoud and Shehab Ahmed",ISSN:19348975
NPRP 09 - 1001 - 2 - 391,Journal Paper,Fault Current Contribution of Medium Voltage Inverter and Doubly-Fed Induction-Machine-Based Flywheel Energy Storage System,"Abdel-Khalik, A. S. 
Elserougi, A. A. 
Massoud, A. M.
Ahmed, S.",ISSN:19493029
NPRP 09 - 1001 - 2 - 391,Online Paper,sijoy_SSSC_NPRP_flywheel,Dr. Ahmed Massoud,DOI:09.000/1001.001. NPRP
NPRP 09 - 1001 - 2 - 391,Online Paper,Abbas_flywheel_NPRP_flywheel,Dr. Ahmed Massoud,DOI:10.1049/.2011.0194. cp
NPRP 09 - 1001 - 2 - 391,Journal Paper,Fault Current Contribution of Medium Voltage Inverter and Doubly-Fed Induction-Machine-Based Flywheel Energy Storage System,"Abdel-Khalik, A.S.; Elserougi, A.A.; Massoud, A.M.; Ahmed, S.",ISSN:19493037
NPRP 09 - 1001 - 2 - 391,Journal Paper,A power control strategy for flywheel doubly-fed induction machine storage system using artificial neural network,"A. Abdel-Khalik, A. Elserougi, A. Massoud, S. Ahmed",ISSN:03787796
NPRP 09 - 1001 - 2 - 391,Conference Paper,An Inter-Line Dynamic Voltage Restorer for Voltage Sag mitigation in Distribution Grids,Ahmed Elserougi and A. Hossam-Eldin,DOI:QNRFOLDPUB101
NPRP 09 - 1001 - 2 - 391,Conference Paper,Static synchronous series compensator for low voltage ride through capability of wind energy systems,Sijoy Raphael,DOI:10.1049/cp.2011.0223
NPRP 09 - 1001 - 2 - 391,Conference Paper,ELIMINATION OF REVERSE RECOVERY EFFECTS ASSOCIATED WITH COOLMOS DEVICES EMPLOYING CURRENT SOURCE INVERTER TOPOLOGY,"M. M. Farag, S. M. Gadoue, and A. L. Mohamadein",DOI:10.1049/cp.2012.0151
NPRP 09 - 1001 - 2 - 391,Conference Paper,CONTROL OF DOUBLY-FED INDUCTION MACHINE STORAGE SYSTEM FOR CONSTANT CHARGING/DISCHARGING GRID POWER USING ARTIFICIAL NEURAL NETWORK,"A. S. Abdel-Khalik, A. Elserougi",DOI:10.1049/cp.2012.0177
NPRP 09 - 1001 - 2 - 391,Conference Paper,DC Bus Control of an Advanced Flywheel Energy Storage Kinetic Traction System for Electrified Railway Industry,"Mohamed I. Daoud, A.S. Abdel-Khalik, A. Elserougi, S. Ahmed, and A.M. Massoud",DOI:10.1109/IECON.2013.6700223
NPRP 09 - 1001 - 2 - 391,Conference Paper,Vector Control of Multiphase Induction Machine Under Open-Circuit Phase Faults,"Abdel-Khalik, A.S. ; Elserougi, A. ; Ahmed, S. ; Massoud, A.",DOI:10.1109/PowerEng.2013.6635611
NPRP 09 - 1001 - 2 - 391,Conference Paper,Performance of a Five-Phase Boost Inverter-Fed Submersible Induction Machine,"Ahmed A. Hakeem, A. Elserougi, A. S. Abdel-Khalik, S. Ahmed, and A.M. Massoud",DOI:10.1109/IEMDC.2013.6556251
NPRP 09 - 1001 - 2 - 391,Journal Paper,Vector Control Scheme of Five-Phase Induction Machines under Open-Circuit Phase Faults,"Ayman Abdel-Khalik, Ahmed Elserougi, Shehab Ahmed and Ahmed Massoud",ISSN:19348975
NPRP 09 - 1001 - 2 - 391,Journal Paper,A static three-phase to five-phase transformer based on Scottconnection,"A.S. Abdel-Khalik, Z. Shafik, A. Elserougi, S. Ahmed, A. Massoud,",ISSN:03787796
NPRP 09 - 1001 - 2 - 391,Journal Paper,An Artificial Neural Network Based Power Control strategy of Low-Speed Induction Machine Flywheel Energy Storage System,"Mohamed I. Daoud, Ayman S. Abdel-Khalik, A. Elserougi, A. Massoud, S. Ahmed, Nabil H. Abbasy",ISSN:17982340
NPRP 09 - 1001 - 2 - 391,Journal Paper,Effect of Stator Winding Connection on Performance of Five-Phase Induction Machines,"Ayman S. Abdel-Khalik, Ahmed S. Morsy, Shehab Ahmed, and Ahmed M. Massoud",ISSN:02780046
NPRP 09 - 1001 - 2 - 391,Journal Paper,An Improved Performance Direct-Drive Permanent Magnet Wind Generator Using a Novel Single-Layer Winding Layout,"Abdel-Khalik, A.S. ; Ahmed, S. ; Massoud, A.M. ; Elserougi, A.A.",ISSN:00189464
NPRP 09 - 1001 - 2 - 391,Journal Paper,A Voltage-Behind-Reactance Model of Five-Phase Induction Machines Considering the Effect of Magnetic Saturation,"Abdel-Khalik, A.S. ; Ahmed, S. ; Elserougi, A.A. ; Massoud, A.M.",ISSN:08858969
NPRP 09 - 1001 - 2 - 391,Journal Paper,Parameter Identification of Five-Phase Induction Machines with Single Layer Windings,"Abdel-Khalik, A.S. ; Daoud, M.I. ; Ahmed, S. ; Elserougi, A.A. ; Massoud, A.M.",ISSN:02780046
NPRP 09 - 1001 - 2 - 391,Journal Paper,Single Sensor-Based Three-Phase Permanent Magnet Synchronous Motor Drive System with Luenberger Observers for Motor Line Current Reconstruction,"Hafez, B. ; Abdel-Khalik, A. ; Massoud, A. ; Ahmed, S. ; Lorenz, R.",ISSN:00939994
NPRP 09 - 1001 - 2 - 391,Journal Paper,Effect of Stator Winding Connection of Five-Phase Induction Machines on Torque Ripples Under Open Line Condition,"Abdel-Khalik, A.S. ; Ahmed, S. ; Elserougi, A.A. ; Massoud, A.M.",ISSN:10834435
NPRP 09 - 1001 - 2 - 391,Conference Paper,Ride-through capability enhancement of VSC-HVDC based wind farms using low speed flywheel energy storage system,"Daoud, M.I. ; Massoud, A. ; Ahmed, S. ; Abdel-Khalik, A.S. ; Elserougi, A.",DOI:10.1109/APEC.2014.6803687
NPRP 09 - 1001 - 2 - 391,Conference Paper,Medium Voltage Flywheel Energy Storage System Employing Dual Three-phase Induction Machine with Machine-Side Series-Connected Converters,"Daoud, M.I. ; Abdel-Khalik, A.S. ; Elserougi, A. ; Massoud, A. ; Ahmed, S.",DOI:10.1049/cp.2014.0394
NPRP 09 - 1001 - 2 - 391,Conference Paper,Traction System with On-Board Inductive Power Transfer,"Abdel-Khalik, A.S. ; Ahmed, S. ; Massoud, A.",DOI:10.1049/cp.2014.0284
NPRP 09 - 1001 - 2 - 391,Online Paper,Effect of Stator Winding Connection on Performance of Five-Phase Induction Machines,"Ayman S. Abdel-Khalik-author-first, Ahmed S. Morsy-author-additional, Shehab Ahmed-author-additional, Ahmed M. Massoud-author-additional",DOI:10.1109/TIE.2013.2242417
NPRP 09 - 1001 - 2 - 391,Online Paper,Parameter Identification of Five-Phase Induction Machines With Single Layer Windings,"Ayman S. Abdel-Khalik-author-first, Mohamed I. Daoud-author-additional, Shehab Ahmed-author-additional, Ahmed A. Elserougi-author-additional, Ahmed M. Massoud-author-additional",DOI:10.1109/TIE.2013.2297294
NPRP 09 - 1001 - 2 - 391,Online Paper,Single-Sensor-Based Three-Phase Permanent-Magnet Synchronous Motor Drive System With Luenberger Observers for Motor Line Current Reconstruction,"Bahaa Hafez-author-first, Ayman S. Abdel-Khalik-author-additional, Ahmed M. Massoud-author-additional, Shehab Ahmed-author-additional, Robert D. Lorenz-author-additional",DOI:10.1109/TIA.2013.2296625
NPRP 09 - 1001 - 2 - 391,Online Paper,A Voltage-Behind-Reactance Model of Five-Phase Induction Machines Considering the Effect of Magnetic Saturation,"Ayman S. Abdel-Khalik-author-first, Shehab Ahmed-author-additional, Ahmed A. Elserougi-author-additional, Ahmed M. Massoud-author-additional",DOI:10.1109/TEC.2013.2258467
NPRP 09 - 1001 - 2 - 391,Online Paper,An Improved Performance Direct-Drive Permanent Magnet Wind Generator Using a Novel Single-Layer Winding Layout,"Ayman S. Abdel-Khalik-author-first, Shehab Ahmed-author-additional, Ahmed M. Massoud-author-additional, Ahmed A. Elserougi-author-additional",DOI:10.1109/TMAG.2013.2257823
NPRP 09 - 1001 - 2 - 391,Conference Paper,Brushless doubly fed induction machine as a variable frequency transformer,"A.S. Abdel-Khalik-author-first, A. Elserougi-author-additional, S. Ahmed-author-additional, A. Massoud-author-additional",DOI:10.1049/cp.2012.0179
NPRP 09 - 1001 - 2 - 391,Conference Paper,Flywheel energy storage system based on boost DC-AC converter,"A. Elserougi-author-first, A.M. Massoud-author-additional, S. Ahmed-author-additional",DOI:10.1049/cp.2011.0194
NPRP 09 - 1001 - 2 - 391,Book,Handbook of clean energy systems,"M. Daoud, A. Massoud, A. Elserougi, A. Abdel-Khalik, S. Ahmed",ISBN:9781118991978
NPRP 09 - 079 - 1 - 013,Conference Paper,Ordered Completion for Logic Programs with Aggregates,"Vernon Asuncion, Yan Zhang, Yi Zhou",DOI:AAAI-2012
NPRP 09 - 079 - 1 - 013,Conference Paper,Tracking and Constraining Authorization Provenance,"Jinwei Hu, Khaled Khan, Yun Bai, Yan Zhang",DOI:10.1007/978-3-642-31087-4_68
NPRP 09 - 079 - 1 - 013,Conference Paper,Compliance Checking for Usage-Constrained Credentials in Trust Negotiation Systems,"Jinwei Hu, Khaled Khan, Yun Bai, Yan Zhang",DOI:10.1007/978-3-642-33383-5_18
NPRP 09 - 079 - 1 - 013,Conference Paper,Constraint-Enhanced Role Engineering via Answer Set Programming,"Jinwei Hu, Khaled Khan, Yun Bai, Yan Zhang",DOI:10.1145/2414456.2414499
NPRP 09 - 079 - 1 - 013,Conference Paper,A Modal Logic For Information System Security,,DOI:QNRFOLDPUB26
NPRP 09 - 079 - 1 - 013,Journal Paper,EII Secure Information System Usin Modal Logic Technique,,ISSN:QNRFOLDPUB93
NPRP 09 - 079 - 1 - 013,Conference Paper,Constraint-Enhanced Role Engineering,Jinwei Hu,DOI:10.1145/2414456.2414499
NPRP 09 - 079 - 1 - 013,Journal Paper,Preferred First-Order Answer Set Programs,"Vernon Asuncion, Yan Zhang,Yi Zhou",ISSN:15293785
NPRP 09 - 079 - 1 - 013,Conference Paper,Automatic Verification of Health Regulatory Compliance in Cloud Computing,"Khaled Kha, Yun Bai",DOI:10.1109/HealthCom.2013.6720770
NPRP 09 - 079 - 1 - 013,Conference Paper,Social Access Control Language (SocACL),"Edward Caprin, Yan Zhang, Khaled Khan",DOI:10.1145/2523514.2523545
NPRP 09 - 079 - 1 - 013,Book,First-Order Expressibility and Boundedness of Disjunctive Logic Programs,"Heng Zhang, Yan Zhang

(This is a proceedings, not a book. It does not have dpi, therefore, we chosen it as a book because it has ISBN.",ISBN:9781577356332
NPRP 09 - 079 - 1 - 013,Journal Paper,Role updating in information systems using model checking,"Jinwei Hu, Khaled M. Khan, Yan Zhang, Yun Bai, Ruixuan Li",ISSN:02191377
NPRP 09 - 069 - 1 - 009,Online Paper,Modeling security importance and preferences of software services,"Khaled M Khan, Abdelkarim Erradi, Saleh Alhazbi, Jun Han",DOI:10.1109/ICSESS.2012.6269465
NPRP 09 - 069 - 1 - 009,Online Paper,Security Oriented Service Composition:A Framework,"Khaled M. Khan
Abdelkarim Erradi
Saleh Alhazbi
Jun Han",DOI:10.1109/INNOVATIONS.2012.6207773
NPRP 09 - 069 - 1 - 009,Conference Paper,Identifying Contextual Properties of Software Architecture in Cloud Computing,"Khaled Khan, Qutaibah Malluhi",DOI:10.1109/DASC.2011.104
NPRP 09 - 069 - 1 - 009,Conference Paper,Security Oriented Service Composition:A Framework,"Khaled M. Khan,
Abdelkarim Erradi,
Saleh Alhazbi,
Jun Han",DOI: 10.1109/INNOVATIONS.2012.6207773
NPRP 09 - 069 - 1 - 009,Conference Paper,ICAF: A Context-Aware Framework for Access Control,"A.S.M. Kayes, Jun Han, Alan Colman",DOI:10.1007/978-3-642-31448-3_34
NPRP 09 - 069 - 1 - 009,Conference Paper,Modeling Security Importance and Preferences of Software Services,"Khaled M. Khan, Abdelkarim Erradi, Saleh Alhazbi, Jun Han",DOI:10.1109/ICSESS.2012.6269465
NPRP 09 - 069 - 1 - 009,Conference Paper,Modeling and Verification of Context-aware Systems,"Minh H. Tran, Alan Colman, Jun Han, Hongyu Zhang",DOI:10.1109/APSEC.2012.50
NPRP 09 - 069 - 1 - 009,Conference Paper,Profile Based Security Assurances for Service Software,,DOI:10.1007/978-3-642-21547-6_19
NPRP 09 - 069 - 1 - 009,Journal Paper,Role of contextual properties in enterprise service migration to cloud computing,"Khaled Khan, Qutaibah Malluhi",ISSN:15320626
NPRP 09 - 069 - 1 - 009,Journal Paper,Addressing security compatibility for multi-tenant cloud services,"Khaled Khan, Abdelkarim Erradi, Saleh Alhazbi, Jun Han",ISSN:09528091
NPRP 09 - 069 - 1 - 009,Conference Paper,Secure Cloud Services: Matrix Multiplication Revisited,"Khaled Khan, Mahboob Shaheen",DOI:10.1109/CSE.2013.12
NPRP 09 - 069 - 1 - 009,Conference Paper,A Semantic Policy Framework for Context-Aware Access Control Applications,"A. S. M. Kayes, Jun Han, Alan Colman",DOI:10.1109/TrustCom.2013.91
NPRP 09 - 069 - 1 - 009,Conference Paper,Reasoning about Security Policies of Services Using Answer Set Programming,"Vernon Asuncion-author-first, Khaled M. Khan-author-additional, Abdelkarim Erradi-author-additional, Saleh Alhazbi-author-additional",DOI:10.1109/SCC.2014.123
NPRP 09 - 069 - 1 - 009,Online Paper,Lecture Notes in Computer Science,"Seung Hwan Ryu-author-first, Abdelkarim Erradi-author-additional, Khaled M. Khan-author-additional, Saleh Alhazbi-author-additional, Boualem Benatallah-author-additional",DOI:10.1007/978-3-662-45391-9_44
NPRP 09 - 069 - 1 - 009,Journal Paper,Reasoning About Policies in Security-Aware Service Discovery Using Answer Set Programming,"Vernon Asuncion, Khaled M. Khan∗, Abdelkarim Erradi and Saleh Alhazbi",ISSN:02188430
NPRP 09 - 062 - 2 - 035,Conference Paper,MODELLING AND COMPENSATION OF FREQUENCY-DEPENDENT I/Q IMBALANCE IN MULTIPLE BEAMFORMING OFDM TRANSCEIVERS,"O. Ozdemir, R. Hamila, and N. Al-Dhahir",DOI:10.1109/ISSPA.2012.6310505
NPRP 09 - 062 - 2 - 035,Conference Paper,Digital baseband compensation of frequency-dependent joint TX/RX I/Q imbalance in beamforming MIMO OFDM transceivers,"Ozgur Ozdemir, Ridha Hamila, Naofal Al-Dhahir",DOI:10.1109/ICC.2012.6364446
NPRP 09 - 062 - 2 - 035,Conference Paper,SINR analysis for beamforming OFDM systems under joint transmit-receive I/Q imbalance,"Sydney, NSW Australia",DOI:10.1109/PIMRC.2012.6362661
NPRP 09 - 062 - 2 - 035,Journal Paper,OFDM AF Relaying Under I/Q Imbalance: Performance Analysis and Baseband Compensation,"Mohamed Mokhtar, Ahmad Gomaa, Naofal Al-Dhahir",ISSN:00906778
NPRP 09 - 062 - 2 - 035,Conference Paper,Likelihood-based spectrum sensing of OFDM signals in the presence of Tx/Rx I/Q imbalance,"ElSamadouny, Ahmed ; Gomaa, Ahmad ; Al-Dhahir, Naofal",DOI:10.1109/GLOCOM.2012.6503677
NPRP 09 - 062 - 2 - 035,Conference Paper,Amplify-and-forward relaying under I/Q imbalance,"Gomaa, Ahmad ; Mokhtar, Mohamed ; Al-Dhahir, Naofal",DOI:10.1109/GLOCOM.2012.6503856
NPRP 09 - 062 - 2 - 035,Conference Paper,A rate-maximizing channel-shortening detector with soft feedback side information,"Rusek, Fredrik ; Al-Dhahir, Naofal ; Gomaa, Ahmad",DOI:10.1109/GLOCOM.2012.6503451
NPRP 09 - 062 - 2 - 035,Journal Paper,I/Q Imbalance in Multiple Beamforming OFDM Transceivers: SINR Analysis and Digital Baseband Compensation,"Ozgur Ozdemir, Ridha Hamila, and Naofal Al-Dhahir",ISSN:00906778
NPRP 09 - 062 - 2 - 035,Conference Paper,Multi-User SC-FDMA Systems Under IQ Imbalance: EVM and Subcarrier Mapping Impact,PhD Student Ahmad Gomaa,DOI:10.1109/GLOCOM.2011.6133543
NPRP 09 - 062 - 2 - 035,Conference Paper,SC-FDMA Performance in Presence of Oscillator Impairments: EVM and Subcarrier Mapping Impact,PhD Student Ahmad Gomaa,DOI:10.1109/GLOCOM.2011.6133544
NPRP 09 - 062 - 2 - 035,Conference Paper,On Training Signal Design for Multi-User MIMO-OFDM: Performance Analysis and Tradeoffs,"Ahmad Gomaa, Yuejie Chie, A.R. Calderbank",DOI:10.1109/VETECF.2011.6092844
NPRP 09 - 062 - 2 - 035,Conference Paper,Sparse FIR Equalization: A New Design Framework,Ahmad Gomaa,DOI:10.1109/VETECF.2011.6092841
NPRP 09 - 062 - 2 - 035,Conference Paper,EVM analysis of amplify-and-forward relaying under I/Q imbalance,"Mohamed Mokhtar-author-first, Ahmad Gomaa-author-additional, Naofal Al-Dhahir-author-additional",DOI:10.1109/CCNC.2014.6866618
NPRP 09 - 062 - 2 - 035,Journal Paper,Beamforming OFDM Performance under Joint Phase Noise and I/Q Imbalance,"Ridha Hamila, Ozgur Ozdemir, Naofal Al-Dhahir",ISSN:00189545
NPRP 09 - 062 - 2 - 035,Patent,System and methods for compensation of I/Q imbalance in beamforming OFDM systems,"Ridha Hamila, Ozgur Ozdemir, Naofal Al-Dhahir",Patent Office and Number:US9148325
NPRP 09 - 062 - 2 - 035,Patent,Method and Apparatus for Digital Baseband Compensation of I/Q Imbalance for Beamforming OFDM Systems,"Ridha Hamila, Ozgur Ozdemir, and Naofal Al-Dhahir",Patent Office and Number:US20130251057
NPRP 09 - 052 - 5 - 003,Online Paper,An Arabic-Based Tutorial System for Children with Special Needs,"Moutaz Saleh, Jihad Aljaam, Ali Jaoua, Abdulmotaleb Elsaddik",DOI:10.5339/qfarf.2011.cso1
NPRP 09 - 052 - 5 - 003,Book,Signal Processing and Information Technology,"Moutaz Saleh, Jihad Mohamad Aljaam, Ali Jaoua, Abdulmotaleb Elsaddik",ISBN:9783642325724
NPRP 09 - 052 - 5 - 003,Conference Paper,Learning games for children with intellectual challenges,"Moutaz S; Aljaam, J.M. ;  Karime, A. ;  Elsaddik, A.",DOI:10.1109/ITHET.2012.6246027
NPRP 09 - 052 - 5 - 003,Journal Paper,Journal of Information Technology Review,"Jihad Mohamad Alja'am,  Masoud Mwinyi, Sami Abdelrahim Elzeiny, Ali M. Jaoua",ISSN:09762922
NPRP 09 - 052 - 5 - 003,Book,Networked Digital Technologies,"Masoud Udi Mwinyi, Sahar Ahmad Ismail, Jihad Mohamad Alja'am, Ali Mohamad Jaoua",ISBN:9783642305061
NPRP 09 - 052 - 5 - 003,Online Paper,An Assistive Computerized System for Managing and Educating Children with Moderate and Mild Intellectual Disabilities at Shafallah Center in The State of Qatar,Prof. Jihad Mohamad ALJA'AM,DOI:ISBN - 978-3-642-02867-0
NPRP 09 - 052 - 5 - 003,Conference Paper,An ontology-based system to dynamically extract multimedia elements for children's tutorials,"Jihad Mohamad Alja'am,  Masoud Mwinyi, Amal Dandashi, Sami Elzeiny, Ali M. Jaoua",DOI:10.1109/ICTEA.2012.6462888
NPRP 09 - 052 - 5 - 003,Conference Paper,A Combined Cognitive Multimedia Model for Children with Intellectual Disabilities,"Amal Dandashi, Jihad M. Alja‘am, Moutaz Saleh",DOI:10.1109/ICTEA.2012.6462889
NPRP 09 - 052 - 5 - 003,Conference Paper,An Edutainment System for Assisting Qatari Children with Moderate Intellectual and Learning Disability through Exerting Physical Activities,"Moutaz S. Saleh, Jihad Mohamad Alja'am, Ali Karime, Abdulmotaleb El Saddik",DOI:10.1109/ICTEA.2012.6462887
